NUTR_FOOD_NAME,NUTR_SAT_FAT_g,NUTR_SERV_SIZE_g,NUTR_CALORIES_g,NUTR_TOTAL_FAT_g,NUTR_CHOLEST_g,NUTR_SODIUM_mg,NUTR_CHOLINE_mg,NUTR_FOLATE_mcg,NUTR_FOLIC_ACID_mcg,NUTR_NIACIN_mg,NUTR_PANT_ACID_mg,NUTR_RIBOFLAVIN_mg,NUTR_THIAMIN_mg,NUTR_VIT_A_IU,NUTR_VIT_A_RAE_mcg,NUTR_CAROT_ALPHA_mcg,NUTR_CAROT_BETA_mcg,NUTR_CRYPTO_BETA_mcg,NUTR_LUTEIN_ZEAX_mcg,NUTR_LUCOPENE,NUTR_VIT_B12_mcg,NUTR_VIT_B6_mg,NUTR_VIT_C_mg,NUTR_VIT_D_IU,NUTR_VIT_E_mg,NUTR_TOCOPHEROL_ALPHA_mg,NUTR_VIT_K_mcg,NUTR_CALCIUM_mg,NUTR_COPPER_mg,NUTR_IRON_mg,NUTR_MAGNES_mg,NUTR_MANGANESE_mg,NUTR_PHOSPHOROUS_mg,NUTR_POTASSIUM_mg,NUTR_SELENIUM_mcg,NUTR_ZINC_mg,NUTR_PROTEIN_g,NUTR_ALANINE_g,NUTR_ARGININE_g,NUTR_ASPART_ACID_g,NUTR_CYSTINE_g,NUTR_GLUT_ACID_g,NUTR_GLYCINE_g,NUTR_HISTIDINE_g,NUTR_HYDROXYPROLINE_g,NUTR_ISOLEUCINE_g,NUTR_LEUCINE_g,NUTR_LYSINE_g,NUTR_METHIONINE_g,NUTR_PHENYL_g,NUTR_PROLINE_g,NUTR_SERINE_g,NUTR_THREONINE_g,NUTR_TRYPTOPHAN_g,NUTR_TYROSINE_g,NUTR_VALINE_g,NUTR_CARBOHYDRATE_g,NUTR_FIBER_g,NUTR_SUGARS_g,NUTR_FRUCTOSE_g,NUTR_GALACTOSE_g,NUTR_GLUCOSE_g,NUTR_LACTOSE_g,NUTR_MALTOSE_g,NUTR_SUCROSE_g,NUTR_FAT_g,NUTR_SAT_FATTY_ACIDS_g,NUTR_MONO_FATTY_ACIDS_g,NUTR_POLYUN_FATTY_ACIDS_g,NUTR_FATTY_ACIDS_TOTAL_TRANS_mg,NUTR_ALCOHOL_g,NUTR_ASH_g,NUTR_CAFFEINE_mg,NUTR_THEOBROMINE_mg,NUTR_WATER_g,CATEGORICAL_CAL,FOOD_CAT1,FOOD_CAT2,SOURCE_KEY,MRG_KEY
"Peanuts, with salt, oil-roasted, spanish",7.6,100,579,49.0,0,433.0,0.0,126.0,0.0,14.933,1.392,0.085,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.256,0.0,0.0,0.0,0.0,0.0,100.0,0.661,2.28,168.0,2.355,387.0,776.0,7.5,2.0,28.01,1.113,3.349,3.416,0.359,5.852,1.687,0.708,0.0,0.985,1.816,1.005,0.344,1.452,1.236,1.38,0.959,0.272,1.139,1.175,17.45,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.04,7.555,22.073,17.008,0.0,0.0,3.72,0.0,0.0,1.78,Medium,Peanuts,Not Categorized,NUTRITIONAL,1
"Beverages, canned, Clam and tomato juice",0.0,100,48,0.2,0,362.0,0.0,8.0,0.0,0.231,0.083,0.012,0.021,149.0,7.0,0.0,89.0,0.0,20.0,0,0.03,0.061,5.0,0.0,0.11,0.11,0.0,8.0,0.029,0.15,5.0,0.032,11.0,89.0,0.4,0.08,0.6,0.011,0.023,0.042,0.003,0.124,0.009,0.007,0.0,0.011,0.015,0.013,0.004,0.01,0.01,0.01,0.01,0.004,0.006,0.011,10.95,0.4,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,87.4,Low,Beverages,Not Categorized,NUTRITIONAL,1
"Beans, raw, sprouted, mature seeds, navy",0.1,100,67,0.7,0,13.0,0.0,132.0,0.0,1.22,0.825,0.215,0.39,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.191,18.8,0.0,0.0,0.0,0.0,15.0,0.356,1.93,101.0,0.408,100.0,307.0,0.6,0.89,6.15,0.255,0.335,0.799,0.07,0.75,0.212,0.172,0.0,0.273,0.442,0.35,0.064,0.31,0.248,0.329,0.258,0.064,0.212,0.316,13.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.085,0.052,0.407,0.0,0.0,0.95,0.0,0.0,79.15,Low,Beans,Not Categorized,NUTRITIONAL,1
"Babyfood, strained, chicken soup, dinner",0.3,100,50,1.7,4,16.0,6.4,5.0,0.0,0.293,0.0,0.032,0.017,1384.0,69.0,313.0,674.0,0.0,40.0,0,0.12,0.037,1.0,3.0,0.51,0.51,6.9,37.0,0.279,0.27,5.0,0.0,24.0,66.0,1.4,0.22,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,1.1,1.72,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.278,0.425,0.9,4.0,0.0,0.4,0.0,0.0,89.1,Low,Babyfood,Not Categorized,NUTRITIONAL,1
"Oil, linoleic (less than 60%), sunflower",10.0,100,884,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41.08,41.08,5.4,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.1,45.4,40.1,0.0,0.0,0.0,0.0,0.0,0.0,High,Oil,Not Categorized,NUTRITIONAL,1
"Restaurant, sweet and sour pork, Chinese",2.7,100,270,16.0,24,304.0,32.5,0.0,0.0,2.112,0.443,0.103,0.235,553.0,29.0,139.0,259.0,0.0,22.0,0,0.19,0.17,2.3,0.0,0.89,0.89,27.9,46.0,0.06,3.07,13.0,0.173,133.0,152.0,9.7,1.07,8.91,0.482,0.549,0.781,0.113,1.921,0.406,0.293,0.0,0.384,0.72,0.675,0.211,0.35,0.457,0.388,0.38,0.104,0.258,0.419,23.34,1.0,10.34,2.85,0.0,3.01,0.0,0.0,4.47,15.66,2.68,3.527,7.116,24.0,0.0,1.25,0.0,0.0,50.84,Medium,Restaurant,Not Categorized,NUTRITIONAL,1
"Beverages, with chicory, instant, coffee",0.1,100,355,0.2,0,277.0,0.0,0.0,0.0,21.667,0.097,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,103.0,0.05,4.76,213.0,1.2,271.0,3395.0,9.4,0.37,9.3,0.241,0.038,0.344,0.146,1.462,0.318,0.119,0.0,0.124,0.344,0.069,0.017,0.189,0.253,0.091,0.103,0.022,0.119,0.198,78.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.071,0.015,0.07,0.0,0.0,7.5,2063.0,0.0,4.1,Medium,Beverages,Not Categorized,NUTRITIONAL,1
"KELLOGG'S, Chocolate Chip, Waffles, EGGO",3.8,100,291,10.0,21,529.0,0.0,75.0,0.0,5.7,0.0,0.49,0.43,1429.0,429.0,0.0,0.0,0.0,0.0,0,1.7,0.57,0.0,2.0,0.0,0.0,0.0,357.0,0.0,6.4,16.0,0.0,272.0,74.0,0.0,0.4,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8,1.5,13.1,0.0,0.0,0.0,0.0,0.0,0.0,10.1,3.8,2.1,3.4,21.0,0.0,0.0,0.0,0.0,35.62,Medium,KELLOGG'S,Not Categorized,NUTRITIONAL,1
"Babyfood, strained, banana apple dessert",0.1,100,68,0.2,0,7.0,2.1,4.0,0.0,0.13,0.0,0.02,0.02,30.0,2.0,8.0,12.0,3.0,10.0,0,0.0,0.06,12.3,0.0,0.02,0.02,0.1,3.0,0.03,0.1,8.0,0.0,9.0,71.0,0.6,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.0,14.66,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.058,0.018,0.047,0.0,0.0,0.29,0.0,0.0,83.1,Low,Babyfood,Not Categorized,NUTRITIONAL,1
"Restaurant, assorted, egg rolls, Chinese",2.1,100,250,12.0,16,468.0,17.9,0.0,0.0,2.725,0.38,0.077,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0,0.44,0.167,0.0,0.0,0.0,0.0,58.9,40.0,0.148,1.41,18.0,0.245,85.0,165.0,0.0,0.62,8.28,0.296,0.412,0.564,0.159,2.747,0.361,0.183,0.0,0.296,0.581,0.368,0.147,0.36,0.778,0.323,0.339,0.066,0.249,0.331,27.29,2.6,0.0,0.73,0.0,1.4,0.0,1.14,0.52,11.94,2.116,3.036,5.601,16.0,0.0,1.89,0.0,0.0,50.6,Medium,Restaurant,Not Categorized,NUTRITIONAL,1
"Restaurant, beef and vegetables, Chinese",1.0,100,105,5.3,14,409.0,34.5,45.0,0.0,1.32,0.443,0.055,0.033,1262.0,63.0,323.0,595.0,1.0,268.0,0,0.48,0.161,11.6,3.0,0.82,0.82,51.3,22.0,0.049,1.11,15.0,0.147,76.0,204.0,6.7,1.5,7.08,0.381,0.519,0.668,0.073,1.345,0.276,0.207,0.0,0.314,0.525,0.552,0.158,0.317,0.263,0.291,0.313,0.083,0.274,0.327,7.29,1.5,2.41,0.55,0.0,0.69,0.0,0.0,1.17,5.3,0.978,1.217,2.13,14.0,0.0,1.5,0.0,0.0,78.82,Low,Restaurant,Not Categorized,NUTRITIONAL,1
"Rice, enriched, raw, medium-grain, white",0.2,100,360,0.6,0,1.0,0.0,231.0,222.0,5.093,1.342,0.048,0.578,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.145,0.0,0.0,0.11,0.11,0.0,9.0,0.11,4.36,35.0,1.1,108.0,86.0,15.1,1.16,6.61,0.383,0.551,0.621,0.135,1.288,0.301,0.155,0.0,0.285,0.546,0.239,0.155,0.353,0.311,0.347,0.236,0.077,0.221,0.403,79.34,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.158,0.181,0.155,0.0,0.0,0.58,0.0,0.0,12.89,Medium,Rice,Not Categorized,NUTRITIONAL,1
"Rice, Chinese restaurant, steamed, white",0.0,100,151,0.3,0,5.0,0.0,5.0,0.0,0.566,0.0,0.015,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,5.0,0.048,0.39,5.0,0.448,33.0,20.0,0.0,0.68,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.88,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,62.5,Medium,Rice,Not Categorized,NUTRITIONAL,1
"PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",5.3,100,298,14.0,25,692.0,0.0,0.0,0.0,3.84,0.378,0.254,0.287,171.0,47.0,0.0,0.0,0.0,0.0,0,0.64,0.14,0.0,0.0,0.78,0.78,19.3,146.0,0.105,2.14,22.0,0.361,205.0,199.0,20.6,1.54,11.97,0.434,0.485,0.739,0.178,3.16,0.4,0.322,0.0,0.487,0.952,0.652,0.247,0.564,1.134,0.588,0.374,0.116,0.427,0.604,30.49,1.8,3.2,0.37,0.07,0.4,0.35,2.01,0.0,14.21,5.271,4.415,3.465,25.0,0.0,2.53,0.0,0.0,40.8,Medium,PIZZA,Not Categorized,NUTRITIONAL,1
"SUNSHINE, Pepper Jack Crackers, CHEEZ-IT",5.6,100,503,25.0,5,865.0,0.0,132.0,0.0,4.8,0.0,0.37,0.59,655.0,197.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,18.0,0.0,74.0,143.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,2.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.6,5.9,12.3,5.0,0.0,0.0,0.0,0.0,2.3,Medium,SUNSHINE,Not Categorized,NUTRITIONAL,1
"Cereals ready-to-eat, KASHI Simply Maize",0.6,100,371,3.4,0,415.0,0.0,16.0,0.0,3.0,0.0,0.17,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,105.0,0.0,259.0,254.0,0.0,1.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3,6.1,22.1,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.6,1.0,1.8,0.0,0.0,2.5,0.0,0.0,3.0,Medium,Cereals,Not Categorized,NUTRITIONAL,1
"Fish, raw (Alaska Native), meat, lingcod",0.0,100,79,0.8,0,59.0,0.0,0.0,0.0,0.0,0.0,0.36,0.11,230.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,80.0,Low,Fish,Meat,NUTRITIONAL,1
"Soup, condensed, canned, cream of celery",1.1,100,72,4.5,11,516.0,9.0,2.0,0.0,0.265,0.92,0.039,0.023,282.0,22.0,0.0,151.0,0.0,155.0,0,0.04,0.01,0.2,0.0,1.39,1.39,17.2,32.0,0.113,0.5,5.0,0.2,30.0,98.0,1.8,0.12,1.32,0.048,0.047,0.092,0.015,0.306,0.041,0.031,0.0,0.062,0.099,0.059,0.024,0.062,0.11,0.06,0.047,0.015,0.043,0.071,7.03,0.6,1.35,0.0,0.0,0.0,0.0,0.0,0.0,4.46,1.12,1.03,2.0,11.0,0.0,2.23,0.0,0.0,84.96,Low,Soup,Not Categorized,NUTRITIONAL,1
"PEPPERIDGE FARM, Seeded Jewish Rye Bread",0.6,100,256,2.8,0,518.0,0.0,0.0,0.0,3.8,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,6.6,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.6,0.6,0.9,0.0,0.0,2.2,0.0,0.0,37.68,Medium,PEPPERIDGE,Not Categorized,NUTRITIONAL,1
"BURGER KING, with cheese, DOUBLE WHOPPER",7.0,100,266,17.0,47,387.0,0.0,27.0,22.0,3.0,0.2,0.21,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.112,0.2,0.0,0.06,0.06,11.5,78.0,0.078,5.3,19.0,0.14,128.0,189.0,17.0,3.5,14.47,0.64,0.76,0.98,0.11,2.55,0.94,0.37,0.2,0.59,1.06,1.01,0.29,0.61,1.23,0.34,0.4,0.1,0.38,0.69,13.52,1.6,3.61,1.27,0.51,0.0,0.07,0.55,1.21,17.06,6.998,6.298,2.987,47.0,0.0,1.67,0.0,0.0,53.28,Medium,BURGER,Not Categorized,NUTRITIONAL,1
"Babyfood, strained, creamed, corn, vegetables",0.1,100,57,0.4,1,43.0,8.6,17.0,0.0,0.512,0.29,0.047,0.013,69.0,5.0,20.0,26.0,5.0,357.0,0,0.02,0.041,2.1,0.0,0.04,0.04,0.0,20.0,0.034,0.28,8.0,0.0,33.0,90.0,1.3,0.19,1.4,0.07,0.06,0.099,0.018,0.275,0.036,0.046,0.0,0.065,0.14,0.081,0.04,0.049,0.161,0.062,0.052,0.015,0.067,0.077,14.1,2.1,1.23,0.09,0.0,0.09,0.0,0.04,1.0,0.4,0.076,0.116,0.176,1.0,0.0,0.5,0.0,0.0,83.6,Low,Babyfood,Not Categorized,NUTRITIONAL,1
"Frankfurter, fat free, and turkey, pork, beef",0.5,100,109,1.6,41,880.0,74.9,6.0,0.0,3.466,0.0,0.154,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0,1.06,0.181,24.0,2.0,0.0,0.0,1.8,54.0,0.117,1.78,14.0,0.0,132.0,220.0,18.7,2.92,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.5,0.74,0.35,41.0,0.0,3.2,0.0,0.0,71.5,Low,Frankfurter,Not Categorized,NUTRITIONAL,1
"Cereals, dry, plain, fortified, instant, oats",1.3,100,362,6.9,0,220.0,27.7,32.0,0.0,1.035,1.2,0.05,0.445,2574.0,772.0,0.0,0.0,0.0,0.0,0,0.0,0.08,0.0,0.0,0.51,0.51,1.9,351.0,0.36,24.72,128.0,3.385,423.0,366.0,23.2,2.51,11.92,0.555,0.839,1.166,0.435,2.73,0.631,0.285,0.0,0.495,0.96,0.675,0.215,0.66,0.389,0.629,0.366,0.18,0.38,0.705,69.52,10.0,1.5,0.1,0.1,0.1,0.1,0.1,1.0,6.9,1.346,2.325,2.533,0.0,0.0,2.75,0.0,0.0,8.92,Medium,Cereals,Not Categorized,NUTRITIONAL,1
"Celery, without salt, drained, boiled, cooked",0.0,100,18,0.2,0,91.0,7.9,33.0,0.0,0.372,0.317,0.07,0.023,521.0,26.0,0.0,313.0,0.0,329.0,0,0.0,0.086,6.1,0.0,0.35,0.35,37.8,42.0,0.036,0.42,12.0,0.106,25.0,284.0,1.0,0.14,0.83,0.027,0.024,0.141,0.005,0.107,0.026,0.014,0.0,0.025,0.039,0.032,0.007,0.024,0.022,0.024,0.024,0.011,0.011,0.033,4.0,1.6,2.37,0.66,0.85,0.71,0.0,0.0,0.14,0.16,0.04,0.03,0.075,0.0,0.0,0.9,0.0,0.0,94.11,Low,Celery,Not Categorized,NUTRITIONAL,1
"Crustaceans, raw, mixed species, spiny lobster",0.2,100,112,1.5,70,177.0,0.0,1.0,0.0,4.245,0.35,0.046,0.007,17.0,5.0,0.0,0.0,0.0,0.0,0,3.5,0.15,2.0,0.0,0.0,0.0,0.0,49.0,0.381,1.22,40.0,0.015,238.0,180.0,46.2,5.67,20.6,1.166,1.799,2.129,0.231,3.512,1.242,0.418,0.0,0.998,1.634,1.792,0.58,0.87,0.679,0.811,0.834,0.287,0.685,0.969,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.237,0.275,0.59,70.0,0.0,1.39,0.0,0.0,74.07,Low,Crustaceans,Not Categorized,NUTRITIONAL,1
"Ice cream bar, covered with chocolate and nuts",16.0,100,303,26.0,56,56.0,38.0,14.0,0.0,1.228,0.0,0.23,0.051,281.0,61.0,0.0,56.0,0.0,0.0,0,0.49,0.281,0.0,9.0,0.54,0.54,1.7,90.0,0.164,1.21,37.0,0.0,146.0,304.0,3.1,0.81,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.89,1.1,10.8,0.0,0.0,0.0,0.0,0.0,0.0,25.84,15.904,6.208,1.879,56.0,0.0,1.52,4.0,41.0,55.14,Medium,Ice,Not Categorized,NUTRITIONAL,1
"MURRAY, Iced Oatmeal Cookies, SOUTHERN KITCHEN",5.8,100,467,18.0,0,297.0,0.0,35.0,0.0,1.6,0.0,0.15,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,5.0,0.0,26.0,112.0,0.0,0.2,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,4.1,35.6,0.0,0.0,0.0,0.0,0.0,0.0,18.3,5.8,4.4,6.9,0.0,0.0,0.0,0.0,0.0,4.5,Medium,MURRAY,Not Categorized,NUTRITIONAL,1
"Restaurant, spaghetti with meat sauce, Italian",1.1,100,121,3.6,9,230.0,15.6,30.0,0.0,1.643,0.247,0.147,0.09,232.0,12.0,6.0,134.0,4.0,122.0,0,0.17,0.109,0.7,0.0,0.63,0.63,4.2,17.0,0.097,0.97,17.0,0.212,59.0,172.0,13.1,0.69,5.79,0.247,0.275,0.439,0.093,1.559,0.23,0.142,0.0,0.197,0.373,0.231,0.109,0.263,0.507,0.24,0.192,0.054,0.137,0.224,16.4,1.6,1.82,0.95,0.0,0.87,0.0,0.0,0.0,3.59,1.062,1.486,0.512,9.0,0.0,1.06,0.0,0.0,73.16,Medium,Restaurant,Not Categorized,NUTRITIONAL,1
"Fruit juice smoothie, BLUE MACHINE, NAKED JUICE",0.0,100,71,0.0,0,4.0,0.0,0.0,0.0,8.333,4.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5,0.833,25.0,0.0,5.63,5.63,0.0,0.0,0.0,0.15,0.0,0.0,0.0,154.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,2.9,12.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,81.7,Low,Fruit,Not Categorized,NUTRITIONAL,1
"CAMPBELL'S Red and White, condensed, Beef Broth",0.0,100,12,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,94.9,Low,CAMPBELL'S,Not Categorized,NUTRITIONAL,1
"Turkey, raw, meat and skin, breast, all classes",1.9,100,157,7.0,65,59.0,0.0,7.0,0.0,5.2,0.621,0.115,0.058,6.0,2.0,0.0,0.0,0.0,0.0,0,0.42,0.48,0.0,0.0,0.0,0.0,0.0,13.0,0.074,1.2,24.0,0.018,186.0,275.0,22.4,1.57,21.89,1.392,1.541,2.111,0.24,3.497,1.299,0.66,0.0,1.099,1.704,1.996,0.616,0.857,1.011,0.966,0.957,0.242,0.832,1.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,1.91,2.66,1.66,65.0,0.0,0.91,0.0,0.0,70.05,Medium,Turkey,Meat,NUTRITIONAL,1
"KEEBLER, Bistro Multigrain Crackers, TOWN HOUSE",4.3,100,460,20.0,4,797.0,0.0,83.0,0.0,3.4,0.0,0.26,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,47.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,3.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,19.5,4.3,6.6,3.5,4.0,0.0,0.0,0.0,0.0,2.2,Medium,KEEBLER,Not Categorized,NUTRITIONAL,1
"Limeade, prepared with water, frozen concentrate",0.0,100,52,0.0,0,3.0,0.5,1.0,0.0,0.009,0.012,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.004,3.1,0.0,0.0,0.0,0.0,2.0,0.016,0.0,2.0,0.001,1.0,10.0,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,0.0,13.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,86.08,Low,Limeade,Not Categorized,NUTRITIONAL,1
"PIZZA HUT 12"" Pepperoni Pizza, Hand-Tossed Crust",5.2,100,280,11.0,26,801.0,0.0,0.0,0.0,4.028,0.467,0.271,0.32,204.0,57.0,0.0,0.0,0.0,0.0,0,0.68,0.152,0.0,0.0,0.75,0.75,8.5,155.0,0.104,2.14,23.0,0.365,218.0,207.0,21.3,1.68,12.86,0.49,0.538,0.855,0.176,3.343,0.451,0.361,0.0,0.538,1.068,0.764,0.272,0.625,1.23,0.658,0.418,0.123,0.483,0.67,31.55,1.7,3.67,0.85,0.07,0.55,0.37,1.83,0.0,11.38,5.161,4.018,2.034,26.0,0.0,2.87,0.0,0.0,41.35,Medium,PIZZA,Not Categorized,NUTRITIONAL,1
"KASHI, Frozen Entree, Lemongrass Coconut Chicken",1.4,100,104,2.8,2,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,201.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,205.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,3.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.4,0.7,0.7,2.0,0.0,0.0,0.0,0.0,76.4,Low,KASHI,Not Categorized,NUTRITIONAL,1
"Cookies, special dietary, peanut butter sandwich",4.9,100,535,34.0,0,412.0,0.0,54.0,21.0,5.259,0.507,0.148,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0,0.01,0.078,0.0,0.0,0.0,0.0,0.0,43.0,0.267,2.55,51.0,0.705,154.0,294.0,3.5,1.03,10.0,0.378,0.998,1.034,0.151,2.391,0.538,0.243,0.0,0.363,0.668,0.367,0.109,0.509,0.607,0.505,0.334,0.111,0.379,0.429,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.937,15.391,12.026,0.0,0.0,1.4,0.0,0.0,3.7,Medium,Cookies,Not Categorized,NUTRITIONAL,1
"PIZZA HUT 14"" Sausage Pizza, THIN 'N CRISPY Crust",6.7,100,323,17.0,37,839.0,0.0,0.0,0.0,4.5,0.0,0.22,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0,0.49,0.08,3.0,0.0,0.0,0.0,0.0,193.0,0.101,2.38,24.0,0.354,238.0,220.0,17.5,1.54,13.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,2.4,2.62,0.8,0.12,0.53,0.33,0.8,0.03,16.9,6.698,5.444,3.33,37.0,0.0,3.16,0.0,0.0,37.28,Medium,PIZZA,Not Categorized,NUTRITIONAL,1
